threshold,VP,VN,FP,FN,TPR,S,FPR,FNR,TNR,E
0.118182,879,1449,111,551,0.6146853146853147,0.6146853146853147,0.07115384615384615,0.3853146853146853,0.9288461538461539,0.9288461538461539
0.118371,878,1449,111,552,0.6139860139860139,0.6139860139860139,0.07115384615384615,0.386013986013986,0.9288461538461539,0.9288461538461539
0.118586,877,1449,111,553,0.6132867132867132,0.6132867132867132,0.07115384615384615,0.3867132867132867,0.9288461538461539,0.9288461538461539
0.118705,877,1450,110,553,0.6132867132867132,0.6132867132867132,0.07051282051282051,0.3867132867132867,0.9294871794871795,0.9294871794871795
0.118744,876,1450,110,554,0.6125874125874126,0.6125874125874126,0.07051282051282051,0.38741258741258744,0.9294871794871795,0.9294871794871795
0.119326,875,1450,110,555,0.6118881118881119,0.6118881118881119,0.07051282051282051,0.3881118881118881,0.9294871794871795,0.9294871794871795
0.119351,875,1451,109,555,0.6118881118881119,0.6118881118881119,0.06987179487179487,0.3881118881118881,0.9301282051282052,0.9301282051282052
0.119491,874,1451,109,556,0.6111888111888112,0.6111888111888112,0.06987179487179487,0.3888111888111888,0.9301282051282052,0.9301282051282052
0.11951,873,1451,109,557,0.6104895104895105,0.6104895104895105,0.06987179487179487,0.3895104895104895,0.9301282051282052,0.9301282051282052
0.119514,873,1452,108,557,0.6104895104895105,0.6104895104895105,0.06923076923076923,0.3895104895104895,0.9307692307692308,0.9307692307692308
0.11984,872,1452,108,558,0.6097902097902098,0.6097902097902098,0.06923076923076923,0.3902097902097902,0.9307692307692308,0.9307692307692308
0.119863,871,1452,108,559,0.6090909090909091,0.6090909090909091,0.06923076923076923,0.39090909090909093,0.9307692307692308,0.9307692307692308
0.120219,870,1452,108,560,0.6083916083916084,0.6083916083916084,0.06923076923076923,0.3916083916083916,0.9307692307692308,0.9307692307692308
0.120815,869,1452,108,561,0.6076923076923076,0.6076923076923076,0.06923076923076923,0.3923076923076923,0.9307692307692308,0.9307692307692308
0.120968,868,1452,108,562,0.606993006993007,0.606993006993007,0.06923076923076923,0.393006993006993,0.9307692307692308,0.9307692307692308
0.121065,867,1452,108,563,0.6062937062937063,0.6062937062937063,0.06923076923076923,0.39370629370629373,0.9307692307692308,0.9307692307692308
0.121071,866,1452,108,564,0.6055944055944056,0.6055944055944056,0.06923076923076923,0.3944055944055944,0.9307692307692308,0.9307692307692308
0.12117,865,1452,108,565,0.6048951048951049,0.6048951048951049,0.06923076923076923,0.3951048951048951,0.9307692307692308,0.9307692307692308
0.121728,864,1452,108,566,0.6041958041958042,0.6041958041958042,0.06923076923076923,0.3958041958041958,0.9307692307692308,0.9307692307692308
0.122253,863,1452,108,567,0.6034965034965035,0.6034965034965035,0.06923076923076923,0.3965034965034965,0.9307692307692308,0.9307692307692308
0.122424,863,1453,107,567,0.6034965034965035,0.6034965034965035,0.0685897435897436,0.3965034965034965,0.9314102564102564,0.9314102564102564
0.122526,863,1454,106,567,0.6034965034965035,0.6034965034965035,0.06794871794871794,0.3965034965034965,0.9320512820512821,0.9320512820512821
0.122699,862,1454,106,568,0.6027972027972028,0.6027972027972028,0.06794871794871794,0.3972027972027972,0.9320512820512821,0.9320512820512821
0.12296,862,1455,105,568,0.6027972027972028,0.6027972027972028,0.0673076923076923,0.3972027972027972,0.9326923076923077,0.9326923076923077
0.123033,861,1455,105,569,0.6020979020979021,0.6020979020979021,0.0673076923076923,0.3979020979020979,0.9326923076923077,0.9326923076923077
0.123095,861,1456,104,569,0.6020979020979021,0.6020979020979021,0.06666666666666667,0.3979020979020979,0.9333333333333333,0.9333333333333333
0.123273,860,1456,104,570,0.6013986013986014,0.6013986013986014,0.06666666666666667,0.3986013986013986,0.9333333333333333,0.9333333333333333
0.123396,859,1456,104,571,0.6006993006993007,0.6006993006993007,0.06666666666666667,0.3993006993006993,0.9333333333333333,0.9333333333333333
0.123581,858,1456,104,572,0.6,0.6,0.06666666666666667,0.4,0.9333333333333333,0.9333333333333333
0.123651,858,1457,103,572,0.6,0.6,0.06602564102564103,0.4,0.933974358974359,0.933974358974359
0.123894,858,1458,102,572,0.6,0.6,0.06538461538461539,0.4,0.9346153846153846,0.9346153846153846
0.12406,857,1458,102,573,0.5993006993006993,0.5993006993006993,0.06538461538461539,0.4006993006993007,0.9346153846153846,0.9346153846153846
0.124158,857,1459,101,573,0.5993006993006993,0.5993006993006993,0.06474358974358975,0.4006993006993007,0.9352564102564103,0.9352564102564103
0.125116,856,1459,101,574,0.5986013986013986,0.5986013986013986,0.06474358974358975,0.4013986013986014,0.9352564102564103,0.9352564102564103
0.125148,855,1459,101,575,0.5979020979020979,0.5979020979020979,0.06474358974358975,0.4020979020979021,0.9352564102564103,0.9352564102564103
0.125156,854,1459,101,576,0.5972027972027972,0.5972027972027972,0.06474358974358975,0.4027972027972028,0.9352564102564103,0.9352564102564103
0.125268,853,1459,101,577,0.5965034965034965,0.5965034965034965,0.06474358974358975,0.4034965034965035,0.9352564102564103,0.9352564102564103
0.125379,852,1459,101,578,0.5958041958041959,0.5958041958041959,0.06474358974358975,0.4041958041958042,0.9352564102564103,0.9352564102564103
0.125756,851,1459,101,579,0.5951048951048951,0.5951048951048951,0.06474358974358975,0.4048951048951049,0.9352564102564103,0.9352564102564103
